symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
FIOGF,Fiore Gold Ltd.,0.9200,-0.02,-2.13%,"37,754","174,382",90.733M,4.40,174382,90733000
UGRO,"urban-gro, Inc.",8.30,0.34,+4.27%,"142,517","589,633",90.653M,,589633,90653000
ODYY,"Odyssey Group International, Inc.",1.0000,-0.01,-0.99%,"40,773","185,988",90.57M,,185988,90570000
EDI,Stone Harbor Emerging Markets Total Income Fund,9.13,0.09,+1.00%,"22,935","55,038",90.188M,,55038,90188000
PTE,"PolarityTE, Inc.",1.3500,0.07,+5.47%,1.667M,9.049M,90.184M,,9049000,90184000
REED,"Reed's, Inc.",1.0800,0.08,+8.00%,"627,647",1.436M,90.182M,,1436000,90182000
TSRMF,Treasury Metals Inc.,0.8036,0.0194,+2.47%,"1,258","45,360",90.175M,,45360,90175000
BSPE,Bespoke Capital Acquisition Corp.,10.00,0.03,+0.29%,"249,333","342,437",89.991M,,342437,89991000
SMCE,"SMC Entertainment, Inc.",0.0072,0.0003,+4.35%,"35,000",1.769M,89.908M,,1769000,89908000
LXXGF,LexaGene Holdings Inc.,0.7969,0.0029,+0.37%,"234,373","889,569",89.837M,,889569,89837000
BKIRF,Black Iron Inc.,0.3638,0.0038,+1.06%,"23,490","52,516",89.825M,,52516,89825000
RELL,"Richardson Electronics, Ltd.",6.80,0.1,+1.49%,"40,651","121,723",89.812M,,121723,89812000
FPOCF,FPX Nickel Corp.,0.6191,-0.0109,-1.73%,"49,927","105,520",89.801M,,105520,89801000
CNET,ZW Data Action Technologies Inc.,2.8700,0.04,+1.41%,1.967M,8.477M,89.759M,,8477000,89759000
CODA,"Coda Octopus Group, Inc.",8.34,0.25,+3.09%,"45,314","50,001",89.671M,27.80,50001,89671000
NUZE,"NuZee, Inc.",6.00,-0.08,-1.30%,"35,964","30,025",89.636M,,30025,89636000
KTCC,Key Tronic Corporation,8.33,0.24,+2.97%,"63,104","76,390",89.628M,15.99,76390,89628000
LQMT,"Liquidmetal Technologies, Inc.",0.0980,-0.0002,-0.18%,1.289M,1.337M,89.616M,,1337000,89616000
SYN,"Synthetic Biologics, Inc.",0.6901,0.0228,+3.42%,13.213M,20.09M,89.475M,,20090000,89475000
EKSO,"Ekso Bionics Holdings, Inc.",7.10,0.46,+6.93%,"90,874","420,990",89.459M,,420990,89459000
IRVRF,Irving Resources Inc.,1.5500,-0.03,-1.90%,"32,446","56,344",89.436M,,56344,89436000
ZGYH,Yunhong International,9.99,-0.02,-0.20%,"19,546","48,025",89.355M,,48025,89355000
GENGF,Gear Energy Ltd.,0.4100,0.025,+6.49%,"254,303","284,885",89.313M,205.00,284885,89313000
SSFT,Sonasoft Corp.,0.1890,0.005,+2.72%,"769,352",3.286M,89.254M,,3286000,89254000
MSNVF,Mission Ready Solutions Inc.,0.4972,-0.0126,-2.47%,"156,292","563,928",89.049M,,563928,89049000
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",3.4100,0.03,+0.89%,"104,923","305,166",88.974M,,305166,88974000
RLH,Red Lion Hotels Corporation,3.4850,0.005,+0.14%,"13,709","300,940",88.872M,,300940,88872000
QLGN,"Qualigen Therapeutics, Inc.",3.3100,0.12,+3.76%,"396,261",1.999M,88.4M,,1999000,88400000
AWRE,"Aware, Inc.",4.1101,-0.0499,-1.20%,"19,045","78,991",88.343M,,78991,88343000
AMNF,"Armanino Foods of Distinction, Inc.",2.7500,-0.04,-1.43%,"17,492","29,423",88.18M,34.81,29423,88180000
SQIDF,SQI Diagnostics Inc.,0.2800,-0.015,-5.08%,"16,052","122,485",88.127M,,122485,88127000
CWBR,"CohBar, Inc.",1.4400,-0.02,-1.37%,"200,417","687,768",88.009M,,687768,88009000
AGCBF,Amarillo Gold Corporation,0.2307,-0.0074,-3.11%,"12,046","89,200",87.803M,,89200,87803000
NVCN,Neovasc Inc.,1.3300,0.09,+7.26%,1.857M,6.908M,87.733M,,6908000,87733000
CNEY,CN Energy Group. Inc.,5.65,0.75,+15.31%,"58,705","264,995",87.575M,,264995,87575000
LGORF,Largo Resources Ltd.,1.5350,0.135,+9.64%,"912,669","989,150",87.567M,,989150,87567000
PME,Pingtan Marine Enterprise Ltd.,1.0875,0.0175,+1.64%,"290,292","307,668",87.511M,14.90,307668,87511000
VERB,"Verb Technology Company, Inc.",1.7100,-0.31,-15.35%,4.14M,1.696M,87.269M,,1696000,87269000
SCFR,"GamesGamesGames Technology, Inc.",0.0999,-0.0001,-0.10%,"40,851","271,400",87.187M,,271400,87187000
EGTYF,Eguana Technologies Inc.,0.3232,0.0018,+0.54%,"209,229","571,551",87.091M,,571551,87091000
SVRA,Savara Inc.,1.6050,-0.185,-10.34%,4.095M,"545,905",87.049M,,545905,87049000
GECC,Great Elm Capital Corporation,3.9609,0.0909,+2.35%,"338,083","292,986",87.042M,,292986,87042000
ISVLF,IMPACT Silver Corp.,0.6682,-0.0118,-1.74%,"80,234","333,728",87.042M,,333728,87042000
BONXF,Bonterra Resources Inc.,0.9594,0.0356,+3.85%,"33,790","67,631",86.989M,,67631,86989000
SYNC,"Synacor, Inc.",2.1800,0.0,0.00%,"646,742","410,715",86.801M,,410715,86801000
HRCXF,Hurricane Energy plc,0.0450,0.0006,+1.24%,"92,441","603,433",86.724M,,603433,86724000
FSAM,Fifth Street Asset Management Inc.,0.0400,0.0041,+11.42%,250,"102,188",86.456M,,102188,86456000
SNWV,"SANUWAVE Health, Inc.",0.1850,0.005,+2.78%,"193,313","367,788",86.431M,,367788,86431000
AXIM,"AXIM Biotechnologies, Inc.",0.6900,-0.02,-2.82%,"35,670","360,543",86.386M,,360543,86386000
BIEL,BioElectronics Corporation,0.0039,-0.0004,-9.30%,50.722M,124.287M,85.734M,,124287000,85734000
SALM,"Salem Media Group, Inc.",3.2090,-0.001,-0.03%,"279,450","914,168",85.63M,,914168,85630000
QMXGF,QMX Gold Corporation,0.2207,0.0029,+1.36%,"22,541","402,105",85.474M,,402105,85474000
VSBGF,VSBLTY Groupe Technologies Corp.,0.6400,0.0411,+6.86%,"332,537","905,633",85.422M,,905633,85422000
NDRA,ENDRA Life Sciences Inc.,2.2700,-0.06,-2.58%,"894,691",3.161M,85.32M,,3161000,85320000
IHTA,Invesco High Income 2024 Target Term Fund,9.70,0.11,+1.15%,"24,731","29,698",85.167M,,29698,85167000
OCUP,"Ocuphire Pharma, Inc.",7.82,-0.34,-4.23%,"80,417","95,225",85.047M,,95225,85047000
PESI,"Perma-Fix Environmental Services, Inc.",6.98,-0.02,-0.29%,"4,606","25,638",84.834M,22.59,25638,84834000
KHRNF,Khiron Life Sciences Corp.,0.5668,0.0986,+21.06%,2.497M,"812,309",84.797M,,812309,84797000
PLTXF,PlantX Life Inc.,0.9600,-0.0181,-1.85%,"979,512","325,548",84.766M,,325548,84766000
SSVFF,Southern Silver Exploration Corp.,0.3913,0.0313,+8.69%,"748,778","346,368",84.703M,,346368,84703000
LFT,"Lument Finance Trust, Inc.",3.3900,0.01,+0.30%,"23,980","65,015",84.558M,,65015,84558000
BTCY,"Biotricity, Inc.",2.1955,-0.288,-11.60%,"47,578","142,081",84.478M,,142081,84478000
JP,Jupai Holdings Limited,2.5015,0.1315,+5.55%,"48,139","248,285",84.336M,1.95,248285,84336000
NSPR,"InspireMD, Inc.",0.7152,0.0151,+2.16%,4.131M,19.324M,84.273M,,19324000,84273000
MVVYF,Moovly Media Inc.,0.5500,0.04,+7.84%,"681,225","693,729",84.234M,,693729,84234000
RGRX,"RegeneRx Biopharmaceuticals, Inc.",0.6300,0.0,0.00%,"17,130","149,585",84.135M,,149585,84135000
RQHTF,Reliq Health Technologies Inc.,0.5016,0.0121,+2.46%,"104,954","714,843",84.103M,,714843,84103000
GLMD,Galmed Pharmaceuticals Ltd.,3.5700,0.24,+7.21%,"241,332","385,713",83.98M,,385713,83980000
DARE,"Daré Bioscience, Inc.",2.0100,0.02,+1.01%,"880,062",3.193M,83.609M,,3193000,83609000
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",12.14,0.0,0.00%,"9,055","32,378",83.44M,,32378,83440000
FLWPF,The Flowr Corporation,0.2557,0.0002,+0.07%,"146,853","280,288",83.439M,,280288,83439000
FBRKF,FBR Limited,0.0410,0.003,+7.89%,"5,532","96,893",83.419M,,96893,83419000
ONVO,"Organovo Holdings, Inc.",11.72,0.37,+3.26%,"174,470","455,575",83.412M,,455575,83412000
MOHO,ECMOHO Limited,2.3700,0.16,+7.24%,"79,627","132,885",83.375M,11.79,132885,83375000
KRBP,"Kiromic BioPharma, Inc.",11.36,0.11,+0.98%,"11,728","76,420",83.303M,,76420,83303000
NXTD,"Nxt-ID, Inc.",1.7811,0.0611,+3.55%,8.841M,33.646M,82.874M,,33646000,82874000
AAU,Almaden Minerals Ltd.,0.6900,0.0352,+5.38%,1.646M,5.496M,82.866M,,5496000,82866000
OMEX,"Odyssey Marine Exploration, Inc.",6.79,0.03,+0.38%,"27,443","50,766",82.843M,,50766,82843000
CLPS,CLPS Incorporation,4.3501,0.3901,+9.85%,"732,629",3.179M,82.757M,12.68,3179000,82757000
AAME,Atlantic American Corporation,4.0500,0.1,+2.53%,"16,826",2.195M,82.678M,69.83,2195000,82678000
CTHR,"Charles & Colvard, Ltd.",2.8200,0.11,+4.06%,"539,118","731,090",82.352M,,731090,82352000
MMMB,"MamaMancini's Holdings, Inc.",2.3100,0.01,+0.43%,"17,185","56,146",82.217M,33.48,56146,82217000
STRM,"Streamline Health Solutions, Inc.",1.9700,0.02,+1.03%,"65,647","208,583",82.2M,,208583,82200000
KNRLF,Kontrol Technologies Corp.,2.3805,-0.0865,-3.51%,"3,630","85,555",82.159M,,85555,82159000
DVD,"Dover Motorsports, Inc.",2.2500,0.02,+0.90%,"57,194","133,555",82.039M,10.92,133555,82039000
ERDCF,Erdene Resource Development Corporation,0.3104,-0.0006,-0.19%,"5,400","71,475",81.998M,,71475,81998000
PRKR,"ParkerVision, Inc.",1.5500,0.0,0.00%,"44,902","148,953",81.962M,,148953,81962000
PPBT,Purple Biotech Ltd.,4.7100,0.1,+2.17%,"269,866","914,973",81.798M,,914973,81798000
POAI,Predictive Oncology Inc.,1.7950,0.145,+8.79%,3.133M,4.627M,81.665M,,4627000,81665000
BLITF,Interactive Games Technologies Inc.,0.5586,0.0674,+13.71%,"205,097","96,543",81.602M,,96543,81602000
CRWS,"Crown Crafts, Inc.",8.18,-0.14,-1.74%,"10,243","25,338",81.598M,11.20,25338,81598000
DTSS,Datasea Inc.,3.8000,0.25,+7.04%,"162,981",1.677M,81.588M,,1677000,81588000
AUVI,"Applied UV, Inc.",8.95,0.53,+6.29%,"678,584",2.619M,81.545M,,2619000,81545000
VMAR,Vision Marine Technologies Inc.,10.15,0.47,+4.86%,"42,284","367,903",81.305M,,367903,81305000
DMNXF,Sayona Mining Limited,0.0235,0.0025,+11.90%,2.29M,6.9M,81.194M,,6900000,81194000
MGPHF,Mason Graphite Inc.,0.5874,0.0182,+3.19%,"36,908","233,148",81.132M,32.63,233148,81132000
CATB,"Catabasis Pharmaceuticals, Inc.",3.4560,0.436,+14.44%,3.155M,6.503M,80.929M,,6503000,80929000
NHTC,Natural Health Trends Corp.,7.07,-0.01,-0.14%,"34,587","35,468",80.757M,101.00,35468,80757000
MNPR,Monopar Therapeutics Inc.,7.05,0.23,+3.37%,"22,155","255,350",80.738M,,255350,80738000
GPFT,"Grapefruit USA, Inc.",0.1600,0.0074,+4.85%,"905,663",1.801M,80.712M,,1801000,80712000
TRUFF,Red Light Holland Corp.,0.3050,0.0047,+1.57%,"505,469",1.67M,80.669M,,1670000,80669000
TRUFF,Red Light Holland Corp.,0.3050,0.0047,+1.57%,"505,469",1.67M,80.669M,,1670000,80669000
QYOUF,QYOU Media Inc.,0.2219,-0.0029,-1.29%,"35,467","387,348",80.512M,,387348,80512000
PIFYF,Pine Cliff Energy Ltd.,0.2531,0.0114,+4.72%,"8,100","25,120",80.44M,,25120,80440000
CXDC,China XD Plastics Company Limited,1.1400,0.02,+1.79%,"561,371","455,171",80.426M,,455171,80426000
KSPN,Kaspien Holdings Inc.,41.60,4.92,+13.40%,"10,434","25,030",80.12M,,25030,80120000
BTTR,Better Choice Company Inc.,1.6300,0.23,+16.43%,"838,250","132,515",80.098M,,132515,80098000
KBNT,"Kubient, Inc.",6.80,0.08,+1.19%,"365,742",1.115M,80.077M,,1115000,80077000
IGC,"India Globalization Capital, Inc.",1.7601,0.0601,+3.54%,1.084M,5.795M,79.849M,,5795000,79849000
RGT,"Royce Global Value Trust, Inc.",14.23,0.2,+1.39%,"1,482","39,688",79.671M,,39688,79671000
KOOYF,Kootenay Silver Inc,0.2600,-0.0085,-3.17%,"79,826","270,228",79.585M,,270228,79585000
ICMB,"Investcorp Credit Management BDC, Inc.",5.71,-0.16,-2.73%,"155,347","46,798",79.454M,,46798,79454000
GBS,GBS Inc.,6.69,0.46,+7.38%,"124,812","571,142",79.445M,,571142,79445000
BPSR,"Organicell Regenerative Medicine, Inc.",0.0800,0.0051,+6.81%,"639,764","618,625",79.377M,,618625,79377000
DGLY,"Digital Ally, Inc.",1.9600,0.02,+1.03%,2.09M,8.299M,79.324M,,8298999,79324000
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,9.28,0.06,+0.65%,"25,066","38,053",79.32M,,38053,79320000
NTIP,"Network-1 Technologies, Inc.",3.3000,-0.08,-2.37%,"5,955","25,770",79.309M,,25770,79309000
SDH,"Global Internet of People, Inc.",3.3700,0.07,+2.12%,"33,949","286,790",79.262M,,286790,79262000
AIRT,"Air T, Inc.",27.50,0.95,+3.58%,"6,110","113,958",79.251M,,113958,79251000
KOREF,KORE Mining Ltd.,0.7513,0.0284,+3.93%,"10,195","103,182",79.113M,,103182,79113000
UNQL,Unique Logistics International Inc.,0.2200,0.0001,+0.05%,"124,421",1.174M,78.722M,,1174000,78722000
ALNA,"Allena Pharmaceuticals, Inc.",1.5600,0.07,+4.70%,"531,981",2.458M,78.391M,,2458000,78391000
BVNNF,BevCanna Enterprises Inc.,0.7846,-0.0084,-1.06%,"460,066","220,730",78.248M,,220730,78248000
TC,TuanChe Limited,3.8900,0.13,+3.46%,"7,861","43,781",78.245M,,43781,78245000
HUML,"Humble Energy, Inc.",2.9500,0.45,+18.00%,"9,966","39,646",77.887M,,39646,77887000
BIOC,"Biocept, Inc.",5.81,0.22,+3.91%,"411,506","538,313",77.817M,,538313,77817000
SRBCF,Sirona Biochem Corp.,0.3384,-0.0116,-3.31%,"37,500","41,111",77.78M,,41111,77780000
ANTE,AirNet Technology Inc.,4.3500,0.16,+3.82%,4.339M,2.223M,77.41M,,2223000,77410000
EZGO,EZGO Technologies Ltd.,7.14,0.49,+7.37%,"152,488","880,641",77.387M,,880641,77387000
OCG,Oriental Culture Holding LTD,3.7970,0.357,+10.38%,"903,249",1.843M,76.908M,,1843000,76908000
AGE,"AgeX Therapeutics, Inc.",2.0400,-0.11,-5.12%,"353,570","352,703",76.89M,,352703,76890000
RYMDF,Relay Medical Corp.,0.4836,-0.0143,-2.88%,"71,419","232,283",76.83M,,232283,76830000
SPAZF,Spanish Mountain Gold Ltd.,0.2306,0.0054,+2.40%,"39,961","259,033",76.802M,,259033,76802000
BYFC,Broadway Financial Corporation,2.7350,0.075,+2.82%,"381,446",1.471M,76.684M,,1471000,76684000
AZRX,"AzurRx BioPharma, Inc.",1.2500,-0.01,-0.79%,1.147M,8.193M,76.61M,,8193000,76610000
XERI,"Xeriant, Inc.",0.3390,0.0512,+17.81%,"228,418","767,526",76.574M,,767526,76574000
BOMH,Boomer Holdings Inc.,0.4900,-0.005,-1.01%,"11,765","94,828",76.413M,,94828,76413000
ARPO,"Aerpio Pharmaceuticals, Inc.",1.6201,0.0301,+1.89%,"595,199",2.836M,76.326M,,2836000,76326000
FSTX,"F-star Therapeutics, Inc.",8.39,0.84,+11.13%,"119,710","52,268",76.101M,,52268,76101000
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",8.24,0.13,+1.60%,"10,162","30,575",76.07M,,30575,76070000
MMTIF,Micromem Technologies Inc.,0.1913,-0.0027,-1.38%,"126,440","325,430",76.064M,,325430,76064000
ZBISF,Zenabis Global Inc.,0.1000,-0.0049,-4.67%,"709,513",2.486M,75.736M,,2486000,75736000
BBGI,"Beasley Broadcast Group, Inc.",2.5800,0.01,+0.39%,"55,795","270,905",75.735M,,270905,75735000
TURN,180 Degree Capital Corp.,7.30,0.0,0.00%,"31,489","55,859",75.729M,73.00,55859,75729000
HQGE,HQ Global Education Inc.,0.0098,0.0001,+1.55%,39.855M,147.71M,75.655M,0.02,147710000,75655000
HQGE,HQ Global Education Inc.,0.0098,0.0001,+1.55%,39.855M,147.71M,75.655M,0.02,147710000,75655000
ACHV,"Achieve Life Sciences, Inc.",12.42,0.68,+5.79%,"57,407","311,280",75.64M,,311280,75640000
GPHOF,Graphite One Inc.,1.2100,0.03,+2.54%,"63,751","226,775",75.498M,,226775,75498000
ANPC,"AnPac Bio-Medical Science Co., Ltd.",6.74,0.04,+0.60%,"283,188",1.403M,75.497M,,1403000,75497000
SYPR,"Sypris Solutions, Inc.",3.5400,0.06,+1.72%,"179,500",4.028M,75.461M,37.66,4027999,75461000
DOLLF,Dolly Varden Silver Corporation,0.5750,0.0149,+2.66%,"117,530","348,371",75.23M,,348371,75230000
RMBL,"RumbleON, Inc.",33.43,2.5,+8.08%,"24,797","59,673",74.938M,,59673,74938000
TRTC,Terra Tech Corp.,0.3889,0.0089,+2.36%,"674,674",3.204M,74.832M,,3204000,74832000
ADCOF,Adcore Inc.,1.3516,-0.0679,-4.78%,"13,887","40,029",74.787M,,40029,74787000
ICCC,ImmuCell Corporation,10.25,-0.3,-2.84%,"14,876","50,620",73.932M,,50620,73932000
RSNVF,Reyna Silver Corp.,0.8290,0.0051,+0.62%,"118,372","242,060",73.759M,,242060,73759000
CETY,"Clean Energy Technologies, Inc.",0.0940,0.002,+2.17%,"413,899",7.428M,73.561M,,7428000,73561000
NSUPF,Northern Superior Resources Inc.,1.1700,-0.02,-1.68%,"38,125","137,380",73.508M,,137380,73508000
CSU,Capital Senior Living Corporation,35.22,2.65,+8.15%,"37,459","50,272",73.43M,,50272,73430000
BCAC,Brookline Capital Acquisition Corp.,9.87,-0.08,-0.78%,"6,194","28,253",73.397M,,28253,73397000
MMNGF,Metallic Minerals Corp.,0.5800,-0.0084,-1.43%,"49,948","170,623",73.328M,,170623,73328000
SVBRF,Silver Bear Resources Plc,0.1143,-0.0057,-4.75%,"24,900","34,536",73.315M,,34536,73315000
SNPW,Sun Pacific Holding Corp.,0.0758,-0.0007,-0.92%,5.102M,49.561M,73.261M,,49561000,73261000
GRNV,GreenVision Acquisition Corp.,10.19,0.03,+0.30%,"36,030","127,791",73.241M,,127791,73241000
HMTXF,Hemostemix Inc.,0.3210,0.0,0.00%,"3,000","116,407",73.204M,,116407,73204000
MAXD,Max Sound Corporation,0.0111,-0.0021,-15.59%,428.769M,284.815M,73.081M,11.10,284815000,73081000
BMRA,"Biomerica, Inc.",6.20,0.1,+1.64%,"38,501","419,168",73.037M,,419168,73037000
ARHH,Assure Holdings Corp.,1.4800,-0.05,-3.27%,"22,740","44,865",73.013M,,44865,73013000
SFOR,"StrikeForce Technologies, Inc.",0.1760,-0.009,-4.86%,7.698M,54.693M,72.895M,,54693000,72895000
BGI,Birks Group Inc.,4.0400,-0.07,-1.70%,"604,843",1.556M,72.602M,,1556000,72602000
BLUW,Blue Water Acquisition Corp.,10.02,0.01,+0.10%,"11,590","87,560",72.596M,,87560,72596000
FNHC,FedNat Holding Company,5.29,-0.37,-6.54%,"480,910","86,270",72.568M,,86270,72568000
FNHC,FedNat Holding Company,5.29,-0.37,-6.54%,"480,910","86,270",72.568M,,86270,72568000
BKRRF,Blackrock Gold Corp.,0.5935,0.0076,+1.30%,"123,818","260,850",72.341M,,260850,72341000
USAU,U.S. Gold Corp.,10.64,0.35,+3.40%,"53,533","126,663",72.227M,,126663,72227000
USAU,U.S. Gold Corp.,10.64,0.35,+3.40%,"53,533","126,663",72.227M,,126663,72227000
ROXIF,Caspian Sunrise plc,0.0300,0.0,0.00%,"15,500","42,953",72.158M,,42953,72158000
EDSA,"Edesa Biotech, Inc.",5.47,0.22,+4.25%,"47,583","627,293",72.125M,,627293,72125000
MGLQF,Magna Gold Corp.,0.8168,0.05,+6.52%,"33,859","27,569",72.049M,,27569,72049000
FOXW,FoxWayne Enterprises Acquisition Corp.,9.95,-0.05,-0.50%,"71,218","194,650",72.013M,,194650,72013000
FOXW,FoxWayne Enterprises Acquisition Corp.,9.95,-0.05,-0.50%,"71,218","194,650",72.013M,,194650,72013000
WHGDF,Whitehorse Gold Corp.,1.7000,0.02,+1.19%,"34,818","81,299",72.006M,,81299,72006000
ITP,"IT Tech Packaging, Inc.",0.7272,0.0306,+4.39%,8.188M,12.638M,71.97M,,12638000,71970000
FCTI,"Fact, Inc.",1.0300,0.01,+0.98%,"1,755","55,040",71.654M,,55040,71654000
FCTI,"Fact, Inc.",1.0300,0.01,+0.98%,"1,755","55,040",71.654M,,55040,71654000
VCNX,"Vaccinex, Inc.",3.1900,0.11,+3.57%,"357,083",5.668M,71.41M,,5668000,71410000
VCNX,"Vaccinex, Inc.",3.1900,0.11,+3.57%,"357,083",5.668M,71.41M,,5668000,71410000
TBLT,"ToughBuilt Industries, Inc.",1.1550,0.015,+1.32%,1.469M,5.19M,71.335M,,5190000,71335000
TBLT,"ToughBuilt Industries, Inc.",1.1550,0.015,+1.32%,1.469M,5.19M,71.335M,,5190000,71335000
ARHVF,Archer Limited,0.4830,0.0154,+3.29%,"6,147","30,461",71.331M,,30461,71331000
MKTY,"Mechanical Technology, Incorporated",7.25,0.35,+5.07%,"21,746","92,633",71.208M,40.28,92633,71208000
CHNR,"China Natural Resources, Inc.",1.8700,0.03,+1.63%,"459,368",1.842M,70.963M,,1842000,70963000
FCO,"Aberdeen Global Income Fund, Inc.",8.12,-0.03,-0.37%,"30,707","48,388",70.895M,,48388,70895000
SRTS,"Sensus Healthcare, Inc.",4.3000,0.12,+2.87%,"51,779","517,190",70.889M,,517190,70889000
HUDI,"Huadi International Group Co., Ltd.",5.40,-0.2,-3.57%,"36,630","134,084",70.875M,,134084,70875000
HALL,"Hallmark Financial Services, Inc.",3.9000,0.09,+2.36%,"196,267","246,230",70.755M,,246230,70755000
TOMZ,"TOMI Environmental Solutions, Inc.",4.2150,0.065,+1.57%,"80,145","215,491",70.648M,11.64,215491,70648000
SAENF,Solar Alliance Energy Inc.,0.3877,-0.0083,-2.10%,"29,737","448,142",70.523M,,448142,70523000
GRSLF,GR Silver Mining Ltd.,0.5503,0.0106,+1.97%,"34,608","149,700",70.486M,,149700,70486000
GRSLF,GR Silver Mining Ltd.,0.5503,0.0106,+1.97%,"34,608","149,700",70.486M,,149700,70486000
FGPRQ,"Ferrellgas Partners, L.P.",0.7250,0.065,+9.85%,"127,276","416,061",70.436M,,416061,70436000
UURAF,Ucore Rare Metals Inc.,1.4900,0.1007,+7.24%,"90,753","189,245",70.386M,,189245,70386000
UURAF,Ucore Rare Metals Inc.,1.4900,0.1007,+7.24%,"90,753","189,245",70.386M,,189245,70386000
NNA,Navios Maritime Acquisition Corporation,4.1150,-0.015,-0.36%,"92,527","199,951",70.38M,1.56,199951,70380000
NULGF,NuLegacy Gold Corporation,0.1155,0.0086,+8.04%,"550,274","682,440",70.378M,,682440,70378000
FSXLF,Fosterville South Exploration Ltd.,1.0200,0.03,+3.03%,"72,035","62,786",70.25M,,62786,70250000
CHEK,Check-Cap Ltd.,1.5189,0.1689,+12.51%,3.534M,19.72M,70.23M,,19720000,70230000
GEG,"Great Elm Group, Inc.",2.6400,-0.01,-0.38%,"35,267","124,380",69.889M,,124380,69889000
DTRC,Dakota Territory Resource Corp.,0.4600,0.0002,+0.04%,"5,852","42,740",69.869M,,42740,69869000
FMO,Fiduciary/Claymore Energy Infrastructure Fund,9.83,0.23,+2.45%,"68,981","78,161",69.711M,,78161,69711000
VTNR,"Vertex Energy, Inc.",1.3950,0.055,+4.10%,1.007M,3.856M,69.595M,,3856000,69595000
WINT,"Windtree Therapeutics, Inc.",4.0978,0.0078,+0.19%,"36,600","48,593",69.341M,,48593,69341000
IRR,Voya Natural Resources Equity Income Fund,3.1020,0.022,+0.71%,"45,142","131,326",69.323M,,131326,69323000
DPLS,"DarkPulse, Inc.",0.0170,-0.0005,-2.59%,32.685M,235.853M,69.304M,,235853000,69304000
ALVOF,Alvopetro Energy Ltd.,0.6700,0.0019,+0.28%,905,"51,803",69.153M,35.26,51803,69153000
AIRRF,Aurion Resources Ltd.,0.7150,-0.0069,-0.96%,"11,872","70,781",69.049M,,70781,69049000
YGMZ,MingZhu Logistics Holdings Limited,5.59,0.19,+3.49%,1.8M,1.343M,69.042M,,1343000,69042000
CLRO,"ClearOne, Inc.",3.6700,0.07,+1.94%,"53,049","108,766",68.874M,,108766,68874000
PHX,PHX Minerals Inc.,3.0696,-0.0804,-2.55%,"32,737","190,591",68.865M,,190591,68865000
PRED,"Predictive Technology Group, Inc.",0.2300,0.03,+15.00%,"472,054","193,410",68.861M,,193410,68861000
TKRFF,Tinka Resources Limited,0.1992,0.0042,+2.15%,"1,000","111,980",68.798M,,111980,68798000
SONM,"Sonim Technologies, Inc.",1.0389,0.0189,+1.85%,7.602M,2.575M,68.736M,,2575000,68736000
BRPA,Big Rock Partners Acquisition Corp.,25.56,-1.15,-4.30%,"9,434","121,311",68.703M,,121311,68703000
TLVLF,Minds + Machines Group Limited,0.0700,0.0,0.00%,600,"25,688",68.481M,17.50,25688,68481000
AMPG,"AmpliTech Group, Inc.",11.02,0.62,+6.01%,"486,570","342,428",68.475M,,342428,68475000
CYRN,CYREN Ltd.,0.9157,0.0269,+3.03%,"955,382",2.402M,68.437M,,2402000,68437000
TESS,TESSCO Technologies Incorporated,7.75,0.37,+5.01%,"31,469","62,991",68.418M,,62991,68418000
AZKLF,Aziana Limited,0.3262,-0.0088,-2.61%,"75,920","510,816",68.392M,,510816,68392000
OVTZ,"Oculus VisionTech, Inc.",0.7900,0.0304,+4.00%,"41,573","363,726",68.353M,,363726,68353000
HERTF,Heritage Cannabis Holdings Corp.,0.1335,-0.0007,-0.52%,"58,136","269,392",68.285M,,269392,68285000
AGUNF,Arctic Glacier Income Fund,0.0110,0.0,0.00%,419,"485,597",68.074M,,485597,68074000
TPHS,Trinity Place Holdings Inc.,2.1100,-0.09,-4.09%,"42,310","76,811",67.883M,4.05,76811,67883000
HTY,John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund,6.21,0.03,+0.51%,"14,012","57,971",67.788M,,57971,67788000
